c_ClaveProdServ,Descripción,Fecha Inicio Vigencia,Fecha Fin Vigencia,Incluir IVA trasladado,Incluir IEPS trasladado
25171719,Refuerzos de frenado,10/1/2016,,Opcional,No
25171720,Freno de circuito dual,10/1/2016,,Opcional,No
25171721,Freno mecánico o de parqueo,10/1/2016,,Opcional,No
25171722,Tornillo de rosca de purga del freno,10/1/2016,,Opcional,No
25171723,Sistema de frenos antibloqueo – ABS,10/1/2016,,Opcional,No
25171724,Bobina del sistema de frenos antibloqueo – ABS,10/1/2016,,Opcional,No
25171725,Freno de banda,10/1/2016,,Opcional,No
25171900,Ruedas y acabados,10/1/2016,,Opcional,No
25171901,Rines o ruedas para automóviles,10/1/2016,,Opcional,No
25171902,Ruedas para trenes,10/1/2016,,Opcional,No
25171903,Rines o ruedas para camiones,10/1/2016,,Opcional,No
25171905,Válvulas de neumáticos,10/1/2016,,Opcional,No
25171906,Cubiertas de llantas de automóviles,10/1/2016,,Opcional,No
25172000,Componentes de sistema de suspensión,10/1/2016,,Opcional,No
25172001,Sistemas de suspensión para automóviles,10/1/2016,,Opcional,No
25172002,Sistemas de suspensión para camiones,10/1/2016,,Opcional,No
25172003,Amortiguadores para camiones,10/1/2016,,Opcional,No
25172004,Amortiguadores para automóviles,10/1/2016,,Opcional,No
25172005,Sistemas de suspensión para trenes,10/1/2016,,Opcional,No
25172007,Puntales,10/1/2016,,Opcional,No
25172009,Buje de automóvil,10/1/2016,,Opcional,No
25172010,Barra anti -  ladeo,10/1/2016,,Opcional,No
25172011,Amortiguadores de choque,10/1/2016,,Opcional,No
25172012,Placa deslizante,10/1/2016,,Opcional,No
25172013,Brazo de control de automóvil,10/1/2016,,Opcional,No
25172014,Sistema activo de suspensión,10/1/2016,,Opcional,No
25172100,Componentes y sistemas de seguridad de vehículo,10/1/2016,,Opcional,No
25172101,Airbags,10/1/2016,,Opcional,No
25172104,Cinturones de seguridad,10/1/2016,,Opcional,No
25172105,Sistemas para evitar choques,10/1/2016,,Opcional,No
25172106,Sistemas sensores de impacto,10/1/2016,,Opcional,No
25172108,Apoyacabezas,10/1/2016,,Opcional,No
25172109,Latas de propulsor de airbags,10/1/2016,,Opcional,No
25172110,Pito de vehículo,10/1/2016,,Opcional,No
25172111,Sistema remoto de bloqueo,10/1/2016,,Opcional,No
25172112,Sistemas de control de la estabilidad del vehículo,10/1/2016,,Opcional,No
25172113,Sistemas de control de la tracción del vehículo,10/1/2016,,Opcional,No
25172114,Bloqueadores de ruedas,10/1/2016,,Opcional,No
25172115,Sistema de bloqueo central,10/1/2016,,Opcional,No
25172116,Cadenas de llantas para nieve,10/1/2016,,Opcional,No
25172117,Ensamble de cubierta de airbag,10/1/2016,,Opcional,No
25172118,Ensamble de tela de airbag,10/1/2016,,Opcional,No
25172119,Tela de airbag,10/1/2016,,Opcional,No
25172120,Inflador de airbag,10/1/2016,,Opcional,No
25172121,Inflador de airbag del conductor,10/1/2016,,Opcional,No
25172122,Inflador de airbag del pasajero,10/1/2016,,Opcional,No
25172123,Inflador de airbag de rodilla,10/1/2016,,Opcional,No
25172124,Inflador de airbag lateral,10/1/2016,,Opcional,No
25172125,Inflador de airbag de cortina,10/1/2016,,Opcional,No
25172126,Tejido de cinturones de seguridad,10/1/2016,,Opcional,No
25172127,Sensor de peso de asientos,10/1/2016,,Opcional,No
25172128,Sensor de tensión del cinturón de seguridad bts,10/1/2016,,Opcional,No
25172129,Sistema de información del conductor,10/1/2016,,Opcional,No
25172130,Control de acceso del vehículo sin llave o fob,10/1/2016,,Opcional,No
25172131,Inmovilizador,10/1/2016,,Opcional,No
25172200,Puertas para vehículos,10/1/2016,,Opcional,No
25172201,Puertas de automotores desmontables,10/1/2016,,Opcional,No
25172203,Puertas de automotores,10/1/2016,,Opcional,No
25172204,Puertas de persiana para camiones,10/1/2016,,Opcional,No
25172205,Compuertas inferiores o puertas elevadoras,10/1/2016,,Opcional,No
25172300,Ventanas y parabrisas para vehículos,10/1/2016,,Opcional,No
25172301,Parabrisas para automotores,10/1/2016,,Opcional,No
25172303,Ventanas para automotores,10/1/2016,,Opcional,No
25172304,Cremallera de ventana o ensamble regulatorio,10/1/2016,,Opcional,No
25172305,Parabrisas para vehículo de dos ruedas,10/1/2016,,Opcional,No
25172400,Depósitos y sistemas de combustible,10/1/2016,,Opcional,No
25172404,Sistemas de almacenaje de combustible híbrido,10/1/2016,,Opcional,No
25172405,Sistemas de inyección de combustible,10/1/2016,,Opcional,No
25172406,Tanques de combustible,10/1/2016,,Opcional,No
25172407,Elementos respiraderos,10/1/2016,,Opcional,No
25172408,Tapas de aceite o combustible,10/1/2016,,Opcional,No
25172409,Módulo de combustible,10/1/2016,,Opcional,No
25172410,Inyector o anillo de combustible,10/1/2016,,Opcional,No
25172411,Flotador de tanque de combustible,10/1/2016,,Opcional,No
25172500,Neumáticos y cámaras de neumáticos,10/1/2016,,Opcional,No
25172502,Neumático para llantas de automóviles,10/1/2016,,Opcional,No
25172503,Llantas para camiones pesados,10/1/2016,,Opcional,No
25172504,Llantas para automóviles o camionetas,10/1/2016,,Opcional,No
25172505,Llantas de bicicleta,10/1/2016,,Opcional,No
25172506,Neumáticos de bicicleta,10/1/2016,,Opcional,No
25172507,Cordón de llanta,10/1/2016,,Opcional,No
25172508,Labrado de llanta,10/1/2016,,Opcional,No
25172509,Neumáticos para llantas de camiones pesados,10/1/2016,,Opcional,No
25172510,Neumático de espuma,10/1/2016,,Opcional,No
25172511,Kit de reparación de llantas,10/1/2016,,Opcional,No
25172512,Llanta de motocicleta,10/1/2016,,Opcional,No
25172600,Acabados y revestimientos exterior para vehículos,10/1/2016,,Opcional,No
25172601,Acabados para automotores,10/1/2016,,Opcional,No
25172602,Guardabarros,10/1/2016,,Opcional,No
25172603,Parachoques para automotores,10/1/2016,,Opcional,No
25172604,Espejos retrovisores,10/1/2016,,Opcional,No
25172605,Parrillas de vehículos,10/1/2016,,Opcional,No
25172606,Capós de vehículos,10/1/2016,,Opcional,No
25172607,Paneles laterales de vehículos,10/1/2016,,Opcional,No
25172608,Tableros,10/1/2016,,Opcional,No
25172609,Faldón anti – fango,10/1/2016,,Opcional,No
25172610,Placa de matrícula,10/1/2016,,Opcional,No
25172611,Guarda – bómper,10/1/2016,,Opcional,No
25172700,Sistemas de control medioambiental,10/1/2016,,Opcional,No
25172702,Sistemas de control medioambiental espacial,10/1/2016,,Opcional,No
25172703,Sistemas de control medioambiental marítimo,10/1/2016,,Opcional,No
25172704,Sistema control temperatura vehículo,10/1/2016,,Opcional,No
25172705,Cerca para aceite,10/1/2016,,Opcional,No
25172706,Protector de limo,10/1/2016,,Opcional,No
25172707,Separador de aceite,10/1/2016,,Opcional,No
25172708,Máquina para el control de algas,10/1/2016,,Opcional,No
25172709,Aire acondicionado vehicular,10/1/2016,,Opcional,No
25172710,Calentador vehicular,10/1/2016,,Opcional,No
25172711,Purificador de aire para vehículos,10/1/2016,,Opcional,No
25172800,Sistemas y componentes hidráulicos,10/1/2016,,Opcional,No
25172802,Sistemas hidráulicos para automotores,10/1/2016,,Opcional,No
25172803,Sistemas hidráulicos marítimos,10/1/2016,,Opcional,No
25172900,Iluminación exterior para vehículos,10/1/2016,,Opcional,No
25172901,Iluminación exterior para automóviles,10/1/2016,,Opcional,No
25172903,Iluminación exterior para vagones de tren,10/1/2016,,Opcional,No
25172904,Iluminación exterior para buques o barcos,10/1/2016,,Opcional,No
25172905,Sistema para lavar o limpiar la farola delantera,10/1/2016,,Opcional,No
25172906,Reflectores,10/1/2016,,Opcional,No
25172907,Luz frontal del vehículo,10/1/2016,,Opcional,No
25172908,Luz trasera del vehículo,10/1/2016,,Opcional,No
25173000,Iluminación interior para vehículos,10/1/2016,,Opcional,No
25173001,Iluminación interior para automóviles,10/1/2016,,Opcional,No
25173003,Iluminación interior para vagones de tren,10/1/2016,,Opcional,No
25173004,Iluminación interior para buques o barcos,10/1/2016,,Opcional,No
25173005,Ensamblajes de iluminación de las placas,10/1/2016,,Opcional,No
25173006,Lente no recubierto para iluminación interior del vehículo,10/1/2016,,Opcional,No
25173007,Lente recubierto para iluminación interior del vehículo,10/1/2016,,Opcional,No
25173008,Tubo de luz de vehículo,10/1/2016,,Opcional,No
25173100,Sistemas y componentes de localización y navegación,10/1/2016,,Opcional,No
25173107,Sistemas de posicionamiento global de vehículos,10/1/2016,,Opcional,No
25173108,Sistemas de navegación vehicular,10/1/2016,,Opcional,No
25173300,Sistemas de control principal,10/1/2016,,Opcional,No
25173303,Sistemas de computador,10/1/2016,,Opcional,No
25173304,Sistemas electrónicos de ignición,10/1/2016,,Opcional,No
25173700,Controles de emisión y de escape,10/1/2016,,Opcional,No
25173701,Convertidores catalíticos,10/1/2016,,Opcional,No
25173702,Silenciadores de exhosto o resonadores,10/1/2016,,Opcional,No
25173703,Colector de escape,10/1/2016,,Opcional,No
25173704,Adaptadores de silenciadores,10/1/2016,,Opcional,No
25173705,Amortiguadores de chispas,10/1/2016,,Opcional,No
25173706,Alfombra catalítica,10/1/2016,,Opcional,No
25173707,Sustrato catalítico,10/1/2016,,Opcional,No
25173708,Recubrimiento y solución para desechos catalíticos,10/1/2016,,Opcional,No
25173800,Sistemas de tren de transmisión,10/1/2016,,Opcional,No
25173801,Ejes de manejo,10/1/2016,,Opcional,No
25173802,Ejes no de manejo,10/1/2016,,Opcional,No
25173803,Carcasas de eje,10/1/2016,,Opcional,No
25173804,Husillos de giro de eje,10/1/2016,,Opcional,No
25173805,Diferenciales,10/1/2016,,Opcional,No
25173806,Juntas de velocidad constante,10/1/2016,,Opcional,No
25173807,Ejes de cardán,10/1/2016,,Opcional,No
25173808,Equipo de reparar ejes,10/1/2016,,Opcional,No
25173809,Buje de eje,10/1/2016,,Opcional,No
25173810,Juntas de cardán,10/1/2016,,Opcional,No
25173811,Ejes de tracción,10/1/2016,,Opcional,No
25173812,Transmisiones manuales,10/1/2016,,Opcional,No
25173813,Transmisiones automáticas,10/1/2016,,Opcional,No
25173815,Cables de embrague,10/1/2016,,Opcional,No
25173816,Componentes hidráulicos de embrague,10/1/2016,,Opcional,No
25173817,Cadenas de los engranajes conductores,10/1/2016,,Opcional,No
25173818,Eje propulsor,10/1/2016,,Opcional,No
25173819,Cigüeñal de la hélice marina,10/1/2016,,Opcional,No
25173820,Transmisión continuamente variable,10/1/2016,,Opcional,No
25173821,Ensamblaje de unidad de transferencia,10/1/2016,,Opcional,No
25173900,Componentes eléctricos,10/1/2016,,Opcional,No
25173901,Ignición,10/1/2016,,Opcional,No
25173902,Arranque del motor,10/1/2016,,Opcional,No
25173903,Componente de corte y protección eléctrica al interior del vehículo,10/1/2016,,Opcional,No
25174000,Sistema de refrigerar de motor,10/1/2016,,Opcional,No
25174001,Ventilador,10/1/2016,,Opcional,No
25174002,Radiadores de motor,10/1/2016,,Opcional,No
25174003,Tapas de radiador,10/1/2016,,Opcional,No
25174004,Refrigerante de motor,10/1/2016,,Opcional,No
25174005,Indicadores de aguja del tablero,10/1/2016,,Opcional,No
25174006,Ensamble de manguera de agua refrigerante,10/1/2016,,Opcional,No
25174100,Sistemas de tejado,10/1/2016,,Opcional,No
25174101,Salida de emergencia de vehículos,10/1/2016,,Opcional,No
25174102,Techos permanentes convertibles,10/1/2016,,Opcional,No
25174103,Techos duros desmontables,10/1/2016,,Opcional,No
25174104,Techos blandos desmontables,10/1/2016,,Opcional,No
25174105,Sistemas de rejillas de techo,10/1/2016,,Opcional,No
25174106,Sunroofs o techos corredizos,10/1/2016,,Opcional,No
25174107,Deflectores de viento,10/1/2016,,Opcional,No
25174200,Sistema de dirección,10/1/2016,,Opcional,No
25174201,Sacos de dirección,10/1/2016,,Opcional,No
25174202,Suspensión de dirección,10/1/2016,,Opcional,No
25174203,Junta de bola,10/1/2016,,Opcional,No
25174204,Sistema de dirección hidráulica,10/1/2016,,Opcional,No
25174205,Bielas,10/1/2016,,Opcional,No
25174206,Contramanivela,10/1/2016,,Opcional,No
25174207,Varillas de dirección,10/1/2016,,Opcional,No
25174208,Eje de bloqueo,10/1/2016,,Opcional,No
25174209,Piñones,10/1/2016,,Opcional,No
25174210,Cable de afinamiento de dirección hidráulica,10/1/2016,,Opcional,No
25174211,Timones o volantes,10/1/2016,,Opcional,No
25174212,Ensambles de columna de dirección,10/1/2016,,Opcional,No
25174213,Ensambles de cilindro de dirección,10/1/2016,,Opcional,No
25174214,Timones o volantes de madera,10/1/2016,,Opcional,No
25174215,Timones o volantes de cuero,10/1/2016,,Opcional,No
25174216,Brazo articulado de dirección,10/1/2016,,Opcional,No
25174217,Engranaje de dirección de vehículo,10/1/2016,,Opcional,No
25174400,Sistemas del interior de vehículos,10/1/2016,,Opcional,No
25174401,Biseles,10/1/2016,,Opcional,No
25174402,Consolas,10/1/2016,,Opcional,No
25174403,Paneles de puerta,10/1/2016,,Opcional,No
25174404,Tapizado del techo,10/1/2016,,Opcional,No
25174405,Grupos de instrumentos,10/1/2016,,Opcional,No
25174406,Paneles de instrumentos,10/1/2016,,Opcional,No
25174407,Pedales,10/1/2016,,Opcional,No
25174408,Puntos para energía o para encendedores,10/1/2016,,Opcional,No
25174409,Visores de sol,10/1/2016,,Opcional,No
25174410,Componentes y sistemas de sonido del vehículo,10/1/2016,,Opcional,No
25174411,Acolchado de caucho de la llave,10/1/2016,,Opcional,No
25174412,Aplique decorativo del vehículo,10/1/2016,,Opcional,No
25174413,Escudo o emblema interior del vehículo,10/1/2016,,Opcional,No
25174414,Tacógrafo,10/1/2016,,Opcional,No
25174415,Indicador de la presión de aceite del vehículo,10/1/2016,,Opcional,No
25174416,Encendedor de cigarrillos del vehículo,10/1/2016,,Opcional,No
25174417,Interruptor de combinación del vehículo,10/1/2016,,Opcional,No
25174418,Tapetes del vehículo,10/1/2016,,Opcional,No
25174419,Sistema de audio video del vehículo,10/1/2016,,Opcional,No
25174420,Cenicero del vehículo,10/1/2016,,Opcional,No
25174421,Cortina del vehículo,10/1/2016,,Opcional,No
25174600,Sistemas de asientos del vehículo,10/1/2016,,Opcional,No
25174601,Fundas de asientos,10/1/2016,,Opcional,No
25174602,Cojinería de asientos,10/1/2016,,Opcional,No
25174603,Marcos de asientos,10/1/2016,,Opcional,No
25174604,Silla de timonel de bote,10/1/2016,,Opcional,No
25174605,Silla de motocicleta,10/1/2016,,Opcional,No
25174700,Componentes de ciclo no motorizado o accesorios,10/1/2016,,Opcional,No
25174701,Pedales de bicicleta,10/1/2016,,Opcional,No
25174702,Rayos de bicicleta,10/1/2016,,Opcional,No
25174703,Caja trasera de motocicleta,10/1/2016,,Opcional,No
25174704,Canasta para vehículo de dos ruedas,10/1/2016,,Opcional,No
25174705,Caja para llevar el correo en vehículo de dos ruedas,10/1/2016,,Opcional,No
25174800,Componentes y sistemas de vehículos especializados,10/1/2016,,Opcional,No
25174801,Estabilizador de camión de succión o gato de piso,10/1/2016,,Opcional,No
25174802,Boom para vehículos de rescate o de remolque,10/1/2016,,Opcional,No
25174803,Gancho de remolcar,10/1/2016,,Opcional,No
25174804,Mástil lateral para vehículo,10/1/2016,,Opcional,No
25174805,Aspersor de arena para vehículo,10/1/2016,,Opcional,No
25174806,Pijama para vehículo a la medida,10/1/2016,,Opcional,No
25174807,Bisagra de vehículo,10/1/2016,,Opcional,No
25174808,Caja de almacenamiento de accesorio para vehículos,10/1/2016,,Opcional,No
25174809,Escalera de vehículo,10/1/2016,,Opcional,No
25174810,Gato de vehículo,10/1/2016,,Opcional,No
25174900,Aisladores y amortiguadores de vibración de vehículos,10/1/2016,,Opcional,No
25174901,Aislador y amortiguador moldeado para la vibración del vehículo,10/1/2016,,Opcional,No
25174902,Aislador y amortiguador extruido para la vibración del vehículo,10/1/2016,,Opcional,No
25174903,Aislador y amortiguador fundido para la vibración del vehículo,10/1/2016,,Opcional,No
25175000,Sistemas de cargado eléctrico de vehículos,10/1/2016,,Opcional,No
25175001,Cargador portátil para vehículo eléctrico,10/1/2016,,Opcional,No
25175002,Estación de carga de vehículo eléctrico,10/1/2016,,Opcional,No
25175003,Kit para cargar vehículo eléctrico,10/1/2016,,Opcional,No
25181600,Chasis automotriz,10/1/2016,,Opcional,No
25181601,Chasis para automóviles,10/1/2016,,Opcional,No
25181602,Chasis para camiones,10/1/2016,,Opcional,No
25181603,Bastidores de motos,10/1/2016,,Opcional,No
25181604,Carrocería de camión de carga,10/1/2016,,Opcional,No
25181605,Carrocería de volqueta,10/1/2016,,Opcional,No
25181606,Carrocería de tráiler,10/1/2016,,Opcional,No
25181607,Cabina de tractor,10/1/2016,,Opcional,No
25181608,Bastidor de vehículo,10/1/2016,,Opcional,No
25181609,Tráiler granelero,10/1/2016,,Opcional,No
25181610,Tráiler para carga aérea,10/1/2016,,Opcional,No
25181611,Tráiler dolly,10/1/2016,,Opcional,No
25181612,Tráiler agrícola,10/1/2016,,Opcional,No
25181700,Remolques para productos y materiales,10/1/2016,,Opcional,No
25181701,Tráiler para contenedores,10/1/2016,,Opcional,No
25181702,Tráiler cama alta,10/1/2016,,Opcional,No
25181703,Remolques para ganado,10/1/2016,,Opcional,No
25181704,Remolques carrotanque sin temperatura controlada,10/1/2016,,Opcional,No
25181705,Remolques carrotanque con temperatura controlada,10/1/2016,,Opcional,No
25181706,Remolques contenedor con temperatura controlada,10/1/2016,,Opcional,No
25181707,Remolques para transporte de automóviles (niñeras),10/1/2016,,Opcional,No
25181708,Enganches de remolque,10/1/2016,,Opcional,No
25181709,Pala cargadora,10/1/2016,,Opcional,No
25181710,Placas de matrícula de tráiler,10/1/2016,,Opcional,No
25181711,Remolque de motonieve,10/1/2016,,Opcional,No
25181712,Remolque de motocicleta,10/1/2016,,Opcional,No
25181713,Remolque de botes,10/1/2016,,Opcional,No
25181714,Semi – remolque,10/1/2016,,Opcional,No
25181715,Tráiler volqueta,10/1/2016,,Opcional,No
25181716,Chasís tráiler,10/1/2016,,Opcional,No
25181717,Tráiler cama baja,10/1/2016,,Opcional,No
25181718,Tráiler con carrete de cable,10/1/2016,,Opcional,No
25181719,Tráiler refrigerado,10/1/2016,,Opcional,No
25191500,Sistemas y equipo de apoyo para transporte aéreo,10/1/2016,,Opcional,No
25191501,Sistemas de entrenamiento de apoyo terrestre,10/1/2016,,Opcional,No
25191502,Sistemas de ensayo o mantenimiento de apoyo terrestre,10/1/2016,,Opcional,No
25191503,Sistemas integrados de información de mantenimiento,10/1/2016,,Opcional,No
25191504,Simuladores de vuelo para aviones,10/1/2016,,Opcional,No
25191505,Medios de carga y descarga para aviones,10/1/2016,,Opcional,No
25191506,Equipo para recargar combustible de aviones,10/1/2016,,Opcional,No
25191507,Equipo para deshielo de aviones,10/1/2016,,Opcional,No
25191508,Pasarela telescópica para aviones,10/1/2016,,Opcional,No
25191509,Tractores remolcadores para aviones,10/1/2016,,Opcional,No
25191510,Unidades de potencia para pista aérea,10/1/2016,,Opcional,No
25191511,Equipo de lavabos para aeronaves,10/1/2016,,Opcional,No
25191512,Escalerillas transportables o rodantes,10/1/2016,,Opcional,No
25191513,Kit de mantenimiento de vehículo de soporte en tierra,10/1/2016,,Opcional,No
